time,BC+,BC-,BC,total,BC/total,BCfresh,BCaged,fresh/total,aged/total
2021/5/1 0:00,262,1447,1469,6506,0.225791577,70,1399,0.010759299,0.215032278
2021/5/1 1:00,718,4467,4568,19633,0.232669485,132,4436,0.006723374,0.225946111
2021/5/1 2:00,768,4155,4285,18477,0.231909942,168,4117,0.009092385,0.222817557
2021/5/1 3:00,750,3518,3619,17538,0.206351922,173,3446,0.009864295,0.196487627
2021/5/1 4:00,906,3692,3863,18778,0.205719459,303,3560,0.016135904,0.189583555
2021/5/1 5:00,966,3199,3377,16576,0.203728282,236,3141,0.014237452,0.18949083
2021/5/1 6:00,747,2448,2575,13632,0.188893779,205,2370,0.015038146,0.173855634
2021/5/1 7:00,748,2267,2406,13839,0.173856493,179,2227,0.012934461,0.160922032
2021/5/1 8:00,594,1713,1826,10889,0.167692166,150,1676,0.01377537,0.153916797
2021/5/1 9:00,805,2269,2460,13730,0.179169701,172,2288,0.012527312,0.166642389
2021/5/1 10:00,885,2302,2505,14396,0.174006669,252,2253,0.017504862,0.156501806
2021/5/1 11:00,638,2571,2650,13522,0.195976926,367,2283,0.027140955,0.168835971
2021/5/1 12:00,531,2774,2835,14772,0.191917141,459,2376,0.031072299,0.160844842
2021/5/1 13:00,627,2852,2936,14551,0.201773074,368,2568,0.025290358,0.176482716
2021/5/1 14:00,605,2806,2880,14526,0.19826518,357,2523,0.024576621,0.173688558
2021/5/1 15:00,564,2757,2846,13246,0.214857315,380,2466,0.028687906,0.18616941
2021/5/1 16:00,550,2946,3035,14856,0.204294561,487,2548,0.032781368,0.171513193
2021/5/1 17:00,594,3059,3151,16184,0.194698468,594,2557,0.036702916,0.157995551
2021/5/1 18:00,518,2394,2474,11541,0.214366173,429,2045,0.037171822,0.177194351
2021/5/1 19:00,406,2153,2219,11490,0.193124456,221,1998,0.019234117,0.173890339
2021/5/1 20:00,457,2117,2164,10495,0.206193425,172,1992,0.016388757,0.189804669
2021/5/1 21:00,411,2585,2622,12586,0.208326712,161,2461,0.012791991,0.195534721
2021/5/1 22:00,517,4188,4243,17963,0.23620776,169,4074,0.009408228,0.226799532
2021/5/1 23:00,692,4815,4899,20970,0.233619456,234,4665,0.011158798,0.222460658
2021/5/2 0:00,721,4709,4769,20276,0.235204182,172,4597,0.008482935,0.226721247
2021/5/2 1:00,689,4307,4379,19041,0.229977417,177,4202,0.00929573,0.220681687
2021/5/2 2:00,667,3694,3766,17096,0.220285447,112,3654,0.00655124,0.213734207
2021/5/2 3:00,592,3015,3087,15380,0.200715215,99,2988,0.006436931,0.194278283
2021/5/2 4:00,488,2397,2468,12976,0.190197287,59,2409,0.004546856,0.185650432
2021/5/2 5:00,467,1766,1831,10147,0.180447423,90,1741,0.008869617,0.171577806
2021/5/2 6:00,407,1404,1451,9211,0.157529041,85,1366,0.009228097,0.148300945
2021/5/2 7:00,355,1292,1341,9035,0.1484228,79,1262,0.008743774,0.139679026
2021/5/2 8:00,452,1643,1693,10979,0.154203479,190,1503,0.017305766,0.136897714
2021/5/2 9:00,370,1881,1924,11010,0.174750227,204,1720,0.01852861,0.156221617
2021/5/2 10:00,503,2508,2558,11724,0.21818492,340,2218,0.029000341,0.189184579
2021/5/2 11:00,392,2448,2477,11194,0.221279257,454,2023,0.040557441,0.180721815
2021/5/2 12:00,397,2422,2451,11924,0.205551828,317,2134,0.026585039,0.17896679
2021/5/2 13:00,361,2046,2076,11198,0.185390248,368,1708,0.032863011,0.152527237
2021/5/2 14:00,428,2572,2604,11720,0.2221843,462,2142,0.039419795,0.182764505
2021/5/2 15:00,311,1911,1940,9746,0.199056023,326,1614,0.03344962,0.165606403
2021/5/2 16:00,338,1808,1829,9373,0.195134962,344,1485,0.036701163,0.158433799
2021/5/2 17:00,402,1627,1659,8553,0.193967029,124,1535,0.014497837,0.179469192
2021/5/2 18:00,499,1680,1718,8532,0.201359587,117,1601,0.01371308,0.187646507
2021/5/2 19:00,444,1628,1643,7657,0.214574899,109,1534,0.01423534,0.200339559
2021/5/2 20:00,450,1806,1821,7977,0.228281309,104,1717,0.013037483,0.215243826
2021/5/2 21:00,300,1961,1966,9232,0.212954939,128,1838,0.013864818,0.199090121
2021/5/2 22:00,203,3380,3386,13019,0.260081419,91,3295,0.006989784,0.253091635
2021/5/2 23:00,297,4408,4427,17851,0.247997311,111,4316,0.006218139,0.241779172
2021/5/3 0:00,324,4913,4929,19596,0.251530925,136,4793,0.006940192,0.244590733
2021/5/3 1:00,335,3708,3730,15690,0.237731039,68,3662,0.004333971,0.233397068
2021/5/3 2:00,277,3250,3273,13030,0.251189563,86,3187,0.006600153,0.244589409
2021/5/3 3:00,199,2839,2847,11082,0.256903086,59,2788,0.005323949,0.251579137
2021/5/3 4:00,229,2699,2717,10170,0.267158309,102,2615,0.010029499,0.25712881
2021/5/3 5:00,273,2720,2752,10157,0.270946146,91,2661,0.008959338,0.261986807
2021/5/3 6:00,176,1639,1654,6810,0.24287812,117,1537,0.017180617,0.225697504
2021/5/3 7:00,166,835,854,4598,0.185732927,124,730,0.026968247,0.15876468
2021/5/3 8:00,158,677,691,4386,0.15754674,91,600,0.020747834,0.136798906
2021/5/3 9:00,141,655,666,4137,0.160986222,162,504,0.039158811,0.121827411
2021/5/3 10:00,118,697,706,4199,0.16813527,234,472,0.055727554,0.112407716
2021/5/3 11:00,115,586,594,4044,0.146884273,205,389,0.050692384,0.096191889
2021/5/3 12:00,83,575,584,3932,0.148524924,149,435,0.037894201,0.110630722
2021/5/3 13:00,129,628,640,4210,0.152019002,125,515,0.029691211,0.122327791
2021/5/3 14:00,107,563,570,3851,0.148013503,120,450,0.031160737,0.116852766
2021/5/3 15:00,100,625,631,3562,0.17714767,155,476,0.043514879,0.133632791
2021/5/3 16:00,95,580,585,3738,0.156500803,118,467,0.031567683,0.124933119
2021/5/3 17:00,100,578,587,4107,0.14292671,129,458,0.031409788,0.111516922
2021/5/3 18:00,110,635,641,4199,0.152655394,133,508,0.031674208,0.120981186
2021/5/3 19:00,104,704,718,4439,0.161748141,126,592,0.028384771,0.13336337
2021/5/3 20:00,91,852,857,5027,0.170479411,150,707,0.02983887,0.140640541
2021/5/3 21:00,104,857,867,5637,0.153805216,124,743,0.021997516,0.131807699
2021/5/3 22:00,101,633,643,5173,0.124299246,84,559,0.01623816,0.108061086
2021/5/3 23:00,91,638,646,4405,0.146651532,83,563,0.018842225,0.127809308
2021/5/4 0:00,66,644,644,4203,0.153223888,71,573,0.016892696,0.136331192
2021/5/4 1:00,82,646,658,3906,0.168458781,120,538,0.030721966,0.137736815
2021/5/4 2:00,108,759,763,4267,0.178814155,124,639,0.02906023,0.149753925
2021/5/4 3:00,112,777,782,4202,0.186101856,126,656,0.029985721,0.156116135
2021/5/4 4:00,109,776,780,3936,0.198170732,122,658,0.030995935,0.167174797
2021/5/4 5:00,123,802,810,3970,0.204030227,138,672,0.034760705,0.169269521
2021/5/4 6:00,134,836,843,3954,0.213201821,192,651,0.048558422,0.164643399
2021/5/4 7:00,126,819,820,4032,0.203373016,206,614,0.05109127,0.152281746
2021/5/4 8:00,156,987,992,4211,0.235573498,285,707,0.067679886,0.167893612
2021/5/4 9:00,125,867,871,3695,0.235723951,324,547,0.087686062,0.148037889
2021/5/4 10:00,110,1020,1025,4308,0.237929434,449,576,0.104224698,0.133704735
2021/5/4 11:00,101,949,950,4675,0.203208556,513,437,0.10973262,0.093475936
2021/5/4 12:00,98,1020,1020,5056,0.201740506,541,479,0.107001582,0.094738924
2021/5/4 13:00,98,823,825,5000,0.165,487,338,0.0974,0.0676
2021/5/4 14:00,110,896,899,5141,0.174868703,540,359,0.10503793,0.069830772
2021/5/4 15:00,109,944,946,5294,0.17869286,543,403,0.102568946,0.076123914
2021/5/4 16:00,105,1043,1049,5918,0.17725583,552,497,0.093274755,0.083981075
2021/5/4 17:00,121,1657,1662,7570,0.219550859,791,871,0.104491413,0.115059445
2021/5/4 18:00,143,2151,2157,8174,0.263885491,1086,1071,0.132860289,0.131025202
2021/5/4 19:00,123,1826,1831,8113,0.225687169,769,1062,0.094786146,0.130901023
2021/5/4 20:00,156,1448,1449,4767,0.303964758,593,856,0.124396895,0.179567862
2021/5/4 21:00,138,1306,1308,4246,0.30805464,203,1105,0.047809703,0.260244936
2021/5/4 22:00,115,1318,1318,4313,0.305587758,95,1223,0.022026432,0.283561326
2021/5/4 23:00,116,1616,1619,4552,0.355667838,57,1562,0.012521968,0.34314587
2021/5/5 0:00,145,1620,1621,5577,0.29065806,41,1580,0.007351623,0.283306437
2021/5/5 1:00,199,1426,1441,8622,0.167130596,39,1402,0.004523312,0.162607284
2021/5/5 2:00,252,1493,1511,11055,0.136680235,23,1488,0.002080507,0.134599729
2021/5/5 3:00,262,1247,1273,10330,0.123233301,26,1247,0.002516941,0.12071636
2021/5/5 4:00,242,1020,1053,7176,0.14673913,16,1037,0.002229654,0.144509476
2021/5/5 5:00,266,973,1005,8122,0.123737996,55,950,0.006771731,0.116966264
2021/5/5 6:00,337,1353,1395,9390,0.1485623,90,1305,0.009584665,0.138977636
2021/5/5 7:00,464,1710,1753,9457,0.185365338,124,1629,0.013111981,0.172253357
2021/5/5 8:00,837,3316,3370,19375,0.173935484,350,3020,0.018064516,0.155870968
2021/5/5 9:00,384,2634,2653,15270,0.173739358,358,2295,0.023444663,0.150294695
2021/5/5 10:00,173,1924,1926,9350,0.205989305,296,1630,0.031657754,0.174331551
2021/5/5 11:00,239,3397,3402,15587,0.218258805,424,2978,0.027202156,0.19105665
2021/5/5 12:00,245,3732,3736,16866,0.221510732,371,3365,0.021996917,0.199513815
2021/5/5 13:00,237,3797,3805,15802,0.240792305,407,3398,0.025756233,0.215036071
2021/5/5 14:00,206,2822,2826,11642,0.242741797,446,2380,0.038309569,0.204432228
2021/5/5 15:00,183,2746,2750,10905,0.2521779,454,2296,0.041632279,0.210545621
2021/5/5 16:00,173,3104,3108,11274,0.275678552,502,2606,0.044527231,0.231151322
2021/5/5 17:00,357,4721,4724,16953,0.278652746,509,4215,0.030024185,0.248628561
2021/5/5 18:00,471,5117,5126,20147,0.25442994,388,4738,0.01925845,0.23517149
2021/5/5 19:00,494,4561,4567,18418,0.247963948,321,4246,0.017428602,0.230535346
2021/5/5 20:00,575,4695,4712,19139,0.246198861,239,4473,0.012487591,0.23371127
2021/5/5 21:00,505,3824,3840,19140,0.200626959,128,3712,0.006687565,0.193939394
2021/5/5 22:00,420,3540,3551,17124,0.207369773,127,3424,0.007416491,0.199953282
2021/5/5 23:00,115,1069,1074,5266,0.203949867,151,923,0.028674516,0.175275351
2021/5/6 0:00,101,843,848,4846,0.174989682,172,676,0.03549319,0.139496492
2021/5/6 1:00,124,952,958,5587,0.171469483,232,726,0.041524969,0.129944514
2021/5/6 2:00,132,952,960,5654,0.169791298,252,708,0.044570216,0.125221082
2021/5/6 3:00,147,974,979,5413,0.18086089,287,692,0.053020506,0.127840384
2021/5/6 4:00,117,953,962,5474,0.175739861,278,684,0.050785532,0.12495433
2021/5/6 5:00,168,962,975,5215,0.18696069,367,608,0.070373921,0.116586769
2021/5/6 6:00,142,1068,1082,5540,0.195306859,372,710,0.067148014,0.128158845
2021/5/6 7:00,162,1170,1179,5815,0.202751505,386,793,0.066380052,0.136371453
2021/5/6 8:00,128,1184,1188,5680,0.20915493,445,743,0.07834507,0.130809859
2021/5/6 9:00,124,1288,1296,5670,0.228571429,516,780,0.091005291,0.137566138
2021/5/6 10:00,115,1436,1440,5591,0.257556788,546,894,0.097656949,0.159899839
2021/5/6 11:00,119,1392,1394,5500,0.253454545,482,912,0.087636364,0.165818182
2021/5/6 12:00,116,1555,1556,6252,0.248880358,431,1125,0.06893794,0.179942418
2021/5/6 13:00,117,1815,1821,6993,0.26040326,408,1413,0.058344058,0.202059202
2021/5/6 14:00,128,2014,2021,7932,0.254790721,401,1620,0.050554715,0.204236006
2021/5/6 15:00,148,2335,2339,9237,0.253220743,346,1993,0.037458049,0.215762694
2021/5/6 16:00,246,2961,2967,11798,0.251483302,525,2442,0.044499068,0.206984235
2021/5/6 17:00,208,2060,2066,7957,0.259645595,460,1606,0.057810733,0.201834862
2021/5/6 18:00,222,2494,2499,9067,0.275614867,603,1896,0.066504908,0.209109959
2021/5/6 19:00,217,2544,2548,9384,0.271526002,468,2080,0.049872123,0.221653879
2021/5/6 20:00,256,3746,3750,12159,0.308413521,423,3327,0.034789045,0.273624476
2021/5/6 21:00,194,3874,3876,13814,0.280584914,275,3601,0.01990734,0.260677573
2021/5/6 22:00,190,3345,3354,12447,0.269462521,260,3094,0.020888568,0.248573954
2021/5/6 23:00,218,3060,3063,11404,0.268589968,202,2861,0.017713083,0.250876885
2021/5/7 0:00,163,2964,2964,10600,0.279622642,216,2748,0.020377358,0.259245283
2021/5/7 1:00,141,2505,2507,9232,0.271555459,205,2302,0.022205373,0.249350087
2021/5/7 2:00,204,2702,2705,9795,0.276161307,208,2497,0.021235324,0.254925983
2021/5/7 3:00,200,2400,2403,8939,0.268822016,250,2153,0.027967334,0.240854682
2021/5/7 4:00,165,1899,1902,7662,0.248238058,159,1743,0.020751762,0.227486296
2021/5/7 5:00,152,1600,1607,7425,0.216430976,132,1475,0.017777778,0.198653199
2021/5/7 6:00,167,1466,1471,7009,0.20987302,136,1335,0.019403624,0.190469396
2021/5/7 7:00,217,1553,1556,7403,0.21018506,253,1303,0.034175334,0.176009726
2021/5/7 8:00,161,1535,1540,7277,0.21162567,222,1318,0.030507077,0.181118593
2021/5/7 9:00,175,1930,1936,8559,0.226194649,281,1655,0.032830938,0.193363711
2021/5/7 10:00,153,2078,2081,9254,0.224875729,353,1728,0.038145667,0.186730063
2021/5/7 11:00,148,2514,2517,10412,0.2417403,359,2158,0.034479447,0.207260853
2021/5/7 12:00,174,2872,2874,12644,0.227301487,387,2487,0.030607403,0.196694084
2021/5/7 13:00,243,3168,3171,15327,0.206889802,562,2609,0.036667319,0.170222483
2021/5/7 14:00,218,2601,2604,12150,0.214320988,462,2142,0.038024691,0.176296296
2021/5/7 15:00,381,2414,2453,12235,0.200490396,460,1993,0.037597058,0.162893339
2021/5/7 16:00,374,2448,2495,12046,0.207122696,515,1980,0.042752781,0.164369915
2021/5/7 17:00,237,2715,2719,9437,0.288121225,489,2230,0.051817315,0.23630391
2021/5/7 18:00,394,3820,3827,12021,0.318359537,847,2980,0.070460028,0.247899509
2021/5/7 19:00,389,4247,4254,13557,0.313786236,967,3287,0.071328465,0.242457771
2021/5/7 20:00,445,3720,3729,12650,0.294782609,1182,2547,0.093438735,0.201343874
2021/5/7 21:00,347,2877,2887,11397,0.253312275,764,2123,0.067035185,0.18627709
2021/5/7 22:00,344,2781,2791,10652,0.262016523,571,2220,0.053604957,0.208411566
2021/5/7 23:00,358,2874,2881,11017,0.261504947,381,2500,0.034582917,0.22692203
2021/5/8 0:00,333,2678,2686,10697,0.251098439,424,2262,0.039637281,0.211461157
2021/5/8 1:00,325,2655,2664,9373,0.284220634,456,2208,0.048650379,0.235570255
2021/5/8 2:00,279,2120,2126,7839,0.271208062,363,1763,0.046306927,0.224901135
2021/5/8 3:00,225,1389,1401,6219,0.225277376,223,1178,0.035857855,0.189419521
2021/5/8 4:00,230,1136,1143,5418,0.210963455,213,930,0.0393134,0.171650055
2021/5/8 5:00,193,883,887,4430,0.200225734,142,745,0.032054176,0.168171558
2021/5/8 6:00,207,924,934,4397,0.212417557,130,804,0.029565613,0.182851945
2021/5/8 7:00,368,1736,1745,6992,0.249570938,385,1360,0.055062929,0.194508009
2021/5/8 8:00,391,2050,2062,8287,0.248823458,581,1481,0.070109811,0.178713648
2021/5/8 9:00,197,1170,1178,4686,0.251387111,534,644,0.113956466,0.137430644
2021/5/8 10:00,143,850,857,3843,0.223002862,320,537,0.08326828,0.139734582
2021/5/8 11:00,110,796,801,4414,0.181468056,223,578,0.050521069,0.130946987
2021/5/8 12:00,141,942,947,5325,0.177840376,215,732,0.040375587,0.137464789
2021/5/8 13:00,165,983,986,5400,0.182592593,158,828,0.029259259,0.153333333
2021/5/8 14:00,209,1118,1122,5116,0.219311962,152,970,0.029710711,0.189601251
2021/5/8 15:00,220,1363,1371,5366,0.255497577,232,1139,0.043235184,0.212262393
2021/5/8 16:00,225,1720,1725,5986,0.288172402,303,1422,0.050618109,0.237554293
2021/5/8 17:00,166,1734,1739,6070,0.286490939,382,1357,0.062932455,0.223558484
2021/5/8 18:00,193,1404,1412,5637,0.250487848,291,1121,0.051623204,0.198864644
2021/5/8 19:00,219,1629,1636,6515,0.251112817,316,1320,0.048503454,0.202609363
2021/5/8 20:00,355,3565,3572,12276,0.290974259,586,2986,0.047735419,0.24323884
2021/5/8 21:00,361,3843,3857,13038,0.295827581,490,3367,0.037582451,0.25824513
2021/5/8 22:00,297,3102,3105,12455,0.249297471,627,2478,0.050341228,0.198956242
2021/5/8 23:00,327,3207,3209,12195,0.263140631,650,2559,0.053300533,0.209840098
2021/5/9 0:00,355,2462,2468,9294,0.265547665,513,1955,0.055196901,0.210350764
2021/5/9 1:00,325,2917,2920,10378,0.281364425,478,2442,0.046058971,0.235305454
2021/5/9 2:00,340,2436,2437,9029,0.269908074,462,1975,0.051168457,0.218739617
2021/5/9 3:00,259,1689,1694,7058,0.240011335,327,1367,0.046330405,0.193680929
2021/5/9 4:00,252,1484,1488,6563,0.226725583,257,1231,0.039158921,0.187566662
2021/5/9 5:00,295,1615,1617,6755,0.239378238,311,1306,0.04603997,0.193338268
2021/5/9 6:00,317,1706,1709,6586,0.259489827,389,1320,0.059064683,0.200425144
2021/5/9 7:00,275,1663,1667,7615,0.218910046,373,1294,0.048982272,0.169927774
2021/5/9 8:00,190,1539,1541,6930,0.222366522,592,949,0.085425685,0.136940837
2021/5/9 9:00,100,1081,1083,4892,0.221381848,386,697,0.078904334,0.142477514
2021/5/9 10:00,127,998,1002,4798,0.208837015,254,748,0.052938724,0.155898291
2021/5/9 11:00,144,1156,1159,5199,0.222927486,284,875,0.05462589,0.168301596
2021/5/9 12:00,142,1076,1079,5093,0.211859415,257,822,0.050461418,0.161397997
2021/5/9 13:00,128,923,926,4595,0.201523395,178,748,0.038737758,0.162785637
2021/5/9 14:00,127,945,949,4341,0.218613223,216,733,0.04975812,0.168855103
2021/5/9 15:00,150,1329,1330,4980,0.267068273,305,1025,0.06124498,0.205823293
2021/5/9 16:00,184,1755,1763,6455,0.273121611,419,1344,0.064910922,0.208210689
2021/5/9 17:00,184,1386,1391,5598,0.248481601,330,1061,0.058949625,0.189531976
2021/5/9 18:00,247,2097,2102,7964,0.26393772,590,1512,0.074083375,0.189854345
2021/5/9 19:00,339,3324,3334,12301,0.271034875,585,2749,0.047557109,0.223477766
2021/5/9 20:00,298,2590,2605,10970,0.237465816,475,2130,0.043299909,0.194165907
2021/5/9 21:00,322,2571,2578,10346,0.249178426,469,2109,0.045331529,0.203846897
2021/5/9 22:00,282,2534,2535,9995,0.253626813,761,1774,0.076138069,0.177488744
2021/5/9 23:00,260,1966,1968,7942,0.247796525,655,1313,0.082472929,0.165323596
2021/5/10 0:00,292,1923,1928,7544,0.255567338,584,1344,0.077412513,0.178154825
2021/5/10 1:00,230,1451,1458,6461,0.225661662,437,1021,0.067636589,0.158025074
2021/5/10 2:00,91,712,714,3563,0.200392927,233,481,0.065394331,0.134998597
2021/5/10 3:00,64,376,378,2084,0.181381958,148,230,0.071017274,0.110364683
